source,target,sources,unbiased,Index
2,60,hetio-dag,0,12
2,259,II_literature|hetio-dag,0,13
2,309,II_literature|hetio-dag,0,14
2,310,hetio-dag,0,15
2,354,II_literature|hetio-dag,0,18
2,476,hetio-dag,0,19
2,567,II_literature|hetio-dag,0,20
2,998,II_binary|II_literature|hetio-dag,0,21
2,1026,hetio-dag,0,22
2,1080,hetio-dag,0,23
2,1361,II_literature|hetio-dag,0,24
2,1510,II_literature|hetio-dag,0,26
2,1990,II_literature|hetio-dag,0,29
2,1995,II_literature|hetio-dag,0,30
2,2026,hetio-dag,0,31
2,2193,II_literature|hetio-dag,0,32
2,2639,II_literature|hetio-dag,0,33
2,2669,II_binary|II_literature|hetio-dag,0,34
2,2885,II_binary|II_literature|hetio-dag,0,35
2,3014,hetio-dag,0,36
2,3163,hetio-dag,0,37
2,3337,hetio-dag,0,39
2,3437,II_literature|hetio-dag,0,40
2,3817,II_literature,0,44
2,3931,II_literature|hetio-dag,0,45
2,4069,hetio-dag,0,48
2,4313,II_literature|hetio-dag,0,49
2,4653,II_literature|hetio-dag,0,50
2,5047,II_literature|hetio-dag,0,53
2,5154,II_literature|hetio-dag,0,54
2,5155,II_literature|hetio-dag,0,55
2,5864,hetio-dag,0,56
2,5886,II_literature|hetio-dag,0,57
2,5908,hetio-dag,0,58
2,6009,II_literature|hetio-dag,0,59
2,6462,II_literature|hetio-dag,0,60
2,6468,hetio-dag,0,61
2,6606,hetio-dag,0,62
2,6607,hetio-dag,0,63
2,7001,II_literature|hetio-dag,0,64
2,7045,II_literature|hetio-dag,0,65
2,7050,hetio-dag,0,66
2,7052,hetio-dag,0,67
2,7301,hetio-dag,0,70
2,7353,hetio-dag,0,71
2,7372,II_literature|hetio-dag,0,72
2,8728,II_literature|hetio-dag,0,73
2,8764,hetio-dag,0,74
2,8848,hetio-dag,0,75
2,9361,II_literature|hetio-dag,0,76
2,9510,II_literature|hetio-dag,0,77
2,10053,hetio-dag,0,78
2,10263,hetio-dag,0,79
2,10376,hetio-dag,0,80
2,10724,II_literature,0,81
2,10944,II_binary|II_literature|hetio-dag,0,82
2,11051,hetio-dag,0,83
2,11102,hetio-dag,0,84
2,11140,hetio-dag,0,85
2,22983,II_literature|hetio-dag,0,87
2,23154,II_literature|hetio-dag,0,88
2,23176,hetio-dag,0,89
2,24138,II_literature|hetio-dag,0,90
2,26085,II_literature|hetio-dag,0,91
2,51013,II_literature|hetio-dag,0,92
2,51024,hetio-dag,0,93
2,51295,II_literature|hetio-dag,0,94
2,54850,hetio-dag,0,95
2,55729,II_literature|hetio-dag,0,96
2,56729,hetio-dag,0,97
2,57559,hetio-dag,0,98
2,64223,II_literature,0,99
2,84106,II_literature|hetio-dag,0,100
2,93185,hetio-dag,0,101
2,112398,hetio-dag,0,102
2,115704,hetio-dag,0,103
2,124912,II_literature,0,104
2,126003,II_literature|hetio-dag,0,105
2,126074,hetio-dag,0,106
2,140545,II_literature|hetio-dag,0,107
10,8260,II_literature|hetio-dag,0,112
12,125,hetio-dag,0,114
12,354,II_literature|hetio-dag,0,116
12,1215,II_literature|hetio-dag,0,117
12,1504,II_literature|hetio-dag,0,118
12,1506,II_literature|hetio-dag,0,119
12,1511,II_literature|hetio-dag,0,120
12,1990,II_literature|hetio-dag,0,121
12,1991,II_literature|hetio-dag,0,122
12,2064,II_literature,0,123
12,3211,II_literature|hetio-dag,0,125
12,3817,II_literature|hetio-dag,0,126
12,4001,hetio-dag,0,127
12,4312,II_literature|hetio-dag,0,129
12,4790,hetio-dag,0,131
12,5422,II_literature|hetio-dag,0,132
12,6444,hetio-dag,0,133
12,9622,hetio-dag,0,135
12,10319,hetio-dag,0,137
12,11330,II_literature|hetio-dag,0,138
12,30834,hetio-dag,0,139
12,64215,II_binary|II_literature|Lit-BM-13|hetio-dag,0,140
18,1398,II_binary|II_literature|hetio-dag,0,171
19,335,II_literature|hetio-dag,0,175
19,998,hetio-dag,0,176
19,1387,II_literature|hetio-dag,0,177
19,1457,II_literature|hetio-dag,0,178
19,1459,hetio-dag,0,179
19,1740,II_binary|II_literature|hetio-dag,0,180
19,1741,II_binary|II_literature|hetio-dag,0,181
19,1838,II_literature,0,182
19,1958,hetio-dag,0,183
19,3984,II_literature,0,184
19,4008,II_literature|hetio-dag,0,185
19,5174,II_literature|hetio-dag,0,186
19,5360,II_literature|hetio-dag,0,187
19,5566,II_literature|hetio-dag,0,188
19,6390,II_literature|hetio-dag,0,189
19,6640,II_binary|II_literature|hetio-dag,0,190
19,6641,II_binary|II_literature|Lit-BM-13|hetio-dag,0,191
19,6645,II_binary|II_literature|Lit-BM-13|hetio-dag,0,192
19,7052,hetio-dag,0,193
19,7074,II_literature|hetio-dag,0,194
19,7316,hetio-dag,0,195
19,7359,II_literature,0,196
19,7360,hetio-dag,0,197
19,7402,II_literature,0,198
19,7508,II_literature|Lit-BM-13|hetio-dag,0,199
19,8517,hetio-dag,0,200
19,8572,II_literature|hetio-dag,0,201
19,8772,II_literature|Lit-BM-13|hetio-dag,0,202
19,8777,II_binary|II_literature|hetio-dag,0,203
19,8825,II_literature|hetio-dag,0,204
19,9318,hetio-dag,0,206
19,9699,II_literature|hetio-dag,0,207
19,9826,II_binary|II_literature|hetio-dag,0,208
19,10558,hetio-dag,0,209
19,10594,II_literature|hetio-dag,0,210
19,10987,hetio-dag,0,211
19,23365,II_binary|II_literature|hetio-dag,0,212
19,23673,hetio-dag,0,213
19,25814,hetio-dag,0,214
19,27295,II_literature|hetio-dag,0,215
19,50944,II_literature|hetio-dag,0,216
19,51678,II_literature|hetio-dag,0,217
19,51735,II_literature|hetio-dag,0,218
19,55327,II_literature|hetio-dag,0,219
19,55914,hetio-dag,0,220
19,57120,II_literature|hetio-dag,0,221
19,64130,II_binary|II_literature|hetio-dag,0,222
19,84708,hetio-dag,0,223
19,284723,hetio-dag,0,224
25,27,II_literature|hetio-dag,0,252
25,29,II_binary|II_literature|hetio-dag,0,253
25,58,II_literature|hetio-dag,0,254
25,197,II_binary|II_literature,0,255
25,326,II_binary|II_literature|hetio-dag,0,258
25,472,II_literature|Lit-BM-13,0,260
25,545,II_literature,0,261
25,598,II_literature,0,262
25,610,II_binary|II_literature|hetio-dag,0,263
25,613,II_literature|hetio-dag,0,264
25,656,II_binary|II_literature|hetio-dag,0,265
25,672,II_binary|II_literature|Lit-BM-13|hetio-dag,0,266
25,675,II_binary|II_literature,0,267
25,695,II_literature|hetio-dag,0,268
25,718,II_literature|hetio-dag,0,269
25,729,II_binary|II_literature|hetio-dag,0,270
25,831,II_binary|II_literature,0,271
25,842,II_literature,0,272
25,847,II_literature,0,273
25,867,II_literature|Lit-BM-13|hetio-dag,0,275
25,887,II_binary|II_literature|hetio-dag,0,276
25,930,II_literature|hetio-dag,0,277
25,983,II_literature|hetio-dag,0,278
25,987,II_binary|II_literature|hetio-dag,0,279
25,996,II_binary|II_literature|hetio-dag,0,280
25,1027,II_literature|hetio-dag,0,282
25,1058,II_binary|II_literature|hetio-dag,0,283
25,1271,II_binary|II_literature|hetio-dag,0,284
25,1398,II_binary|II_literature|Lit-BM-13|hetio-dag,0,286
25,1399,II_literature|Lit-BM-13|hetio-dag,0,287
25,1499,II_binary|II_literature|hetio-dag,0,288
25,1501,II_literature|hetio-dag,0,289
25,1642,II_literature|Lit-BM-13,0,290
25,1643,II_literature|hetio-dag,0,291
25,1748,II_binary|II_literature|hetio-dag,0,292
25,1759,II_binary|II_literature|hetio-dag,0,293
25,1775,II_binary|II_literature|hetio-dag,0,294
25,1785,II_binary|II_literature|hetio-dag,0,295
25,1796,II_literature|Lit-BM-13|hetio-dag,0,297
25,1946,II_binary|II_literature|hetio-dag,0,298
25,1951,II_binary|II_literature|hetio-dag,0,299
25,1956,II_binary|II_literature|hetio-dag,0,300
25,1958,hetio-dag,0,301
25,2033,II_literature|hetio-dag,0,302
25,2042,II_literature,0,303
25,2048,II_literature|Lit-BM-13|hetio-dag,0,304
25,2060,II_binary|II_literature|Lit-BM-13|hetio-dag,0,305
25,2064,II_binary|II_literature|hetio-dag,0,306
25,2065,II_binary|II_literature|hetio-dag,0,307
25,2066,II_binary|II_literature|hetio-dag,0,308
25,2151,II_binary|II_literature|hetio-dag,0,309
25,2295,II_binary|II_literature|hetio-dag,0,310
25,2316,II_binary|II_literature|hetio-dag,0,311
25,2318,II_binary|II_literature|hetio-dag,0,312
25,2475,II_literature|hetio-dag,0,313
25,2533,II_binary|II_literature|hetio-dag,0,314
25,2534,II_binary|II_literature|hetio-dag,0,315
25,2547,II_literature|hetio-dag,0,316
25,2550,II_binary|II_literature|hetio-dag,0,317
25,2571,II_binary|II_literature|hetio-dag,0,318
25,2799,II_binary|II_literature|hetio-dag,0,319
25,2810,II_literature,0,320
25,2885,II_binary|II_literature|Lit-BM-13|hetio-dag,0,322
25,2887,II_literature,0,323
25,2889,II_binary|II_literature|hetio-dag,0,324
25,2954,II_binary|II_literature,0,326
25,2971,II_binary|II_literature|hetio-dag,0,327
25,3055,II_literature|hetio-dag,0,328
25,3073,II_binary|II_literature|hetio-dag,0,329
25,3224,II_binary|II_literature|hetio-dag,0,330
25,3326,hetio-dag,0,331
25,3636,II_literature|hetio-dag,0,332
25,3689,II_literature,0,333
25,3716,II_literature|hetio-dag,0,334
25,3725,II_literature|hetio-dag,0,336
25,3815,II_literature|hetio-dag,0,337
25,3980,II_binary|II_literature|hetio-dag,0,338
25,4007,II_binary|II_literature|hetio-dag,0,339
25,4036,II_binary|II_literature|hetio-dag,0,340
25,4053,II_binary|II_literature|hetio-dag,0,341
25,4193,II_literature,0,343
25,4253,II_binary|II_literature|hetio-dag,0,344
25,4288,II_binary|II_literature|hetio-dag,0,345
25,4439,Lit-BM-13|hetio-dag,0,346
25,4582,II_binary|II_literature,0,347
25,4690,II_binary|II_literature|Lit-BM-13|hetio-dag,0,348
25,4739,II_literature|hetio-dag,0,349
25,4854,II_binary|II_literature|hetio-dag,0,350
25,4914,II_literature|Lit-BM-13|hetio-dag,0,351
25,4969,II_binary|II_literature|hetio-dag,0,352
25,4998,II_binary|II_literature|hetio-dag,0,353
25,5027,II_binary|II_literature|hetio-dag,0,354
25,5052,II_binary|II_literature|Lit-BM-13|hetio-dag,0,355
25,5062,II_literature|hetio-dag,0,356
25,5077,II_binary|II_literature|hetio-dag,0,357
25,5144,Lit-BM-13|hetio-dag,0,358
25,5295,II_binary|II_literature|Lit-BM-13|hetio-dag,0,359
25,5310,II_binary|II_literature,0,360
25,5335,II_binary|II_literature|Lit-BM-13|hetio-dag,0,361
25,5359,II_literature,0,362
25,5424,II_binary|II_literature|hetio-dag,0,363
25,5430,II_literature|hetio-dag,0,364
25,5580,II_literature,0,366
25,5587,II_literature|hetio-dag,0,367
25,5591,II_literature|hetio-dag,0,368
25,5777,II_literature|hetio-dag,0,371
25,5782,II_literature|hetio-dag,0,372
25,5829,II_literature|hetio-dag,0,373
25,5883,II_literature|hetio-dag,0,374
25,5888,II_literature|hetio-dag,0,375
25,5893,II_literature|hetio-dag,0,376
25,5901,II_literature|hetio-dag,0,377
25,5921,II_literature|hetio-dag,0,378
25,5925,II_literature|hetio-dag,0,379
25,5989,II_literature|hetio-dag,0,380
25,6091,II_literature,0,381
25,6098,II_literature|hetio-dag,0,382
25,6452,II_literature|hetio-dag,0,383
25,6461,hetio-dag,0,384
25,6464,II_literature,0,385
25,6549,II_literature|hetio-dag,0,386
25,6654,II_literature,0,388
25,6655,II_binary|II_literature|hetio-dag,0,389
25,6667,II_binary|II_literature|hetio-dag,0,390
25,6700,hetio-dag,0,391
25,6708,II_literature,0,392
25,6709,II_literature|Lit-BM-13,0,393
25,6714,II_binary|II_literature|Lit-BM-13|hetio-dag,0,394
25,6733,hetio-dag,0,395
25,6764,II_literature|hetio-dag,0,396
25,6792,II_binary|II_literature|hetio-dag,0,397
25,7013,II_literature|hetio-dag,0,398
25,7080,II_binary|II_literature|hetio-dag,0,400
25,7112,II_binary|II_literature|hetio-dag,0,401
25,7150,hetio-dag,0,402
25,7189,II_literature|hetio-dag,0,405
25,7275,II_literature|hetio-dag,0,406
25,7409,II_binary|II_literature|Lit-BM-13|hetio-dag,0,407
25,7441,II_binary|II_literature|hetio-dag,0,408
25,7514,hetio-dag,0,409
25,7529,II_literature|hetio-dag,0,410
25,7531,II_literature|hetio-dag,0,411
25,7532,II_literature,0,412
25,7533,II_literature|hetio-dag,0,413
25,7534,II_literature|hetio-dag,0,414
25,7535,II_literature|hetio-dag,0,415
25,8470,II_literature|hetio-dag,0,416
25,8482,II_binary|II_literature|hetio-dag,0,417
25,8506,II_binary|II_literature|hetio-dag,0,418
25,8529,II_binary|II_literature|hetio-dag,0,419
25,8601,II_binary|II_literature|hetio-dag,0,420
25,8646,II_binary|II_literature|hetio-dag,0,421
25,8724,II_binary|II_literature|hetio-dag,0,422
25,8751,II_literature|hetio-dag,0,423
25,8871,II_binary|II_literature|hetio-dag,0,424
25,8933,II_binary|II_literature,0,425
25,8936,II_binary|II_literature|hetio-dag,0,426
25,8976,II_literature,0,427
25,9046,hetio-dag,0,428
25,9051,II_literature|Lit-BM-13|hetio-dag,0,429
25,9054,II_binary|II_literature|hetio-dag,0,430
25,9187,II_binary|II_literature|hetio-dag,0,431
25,9228,II_binary|II_literature|hetio-dag,0,432
25,9229,II_binary|II_literature|hetio-dag,0,433
25,9282,II_binary|II_literature|hetio-dag,0,434
25,9472,II_binary|II_literature|hetio-dag,0,435
25,9564,II_literature|hetio-dag,0,436
25,9569,II_binary|II_literature|hetio-dag,0,437
25,9610,II_binary|II_literature|hetio-dag,0,438
25,9744,II_binary|II_literature|hetio-dag,0,439
25,9757,II_binary|II_literature|hetio-dag,0,440
25,9784,II_binary|II_literature|hetio-dag,0,441
25,9793,II_binary|II_literature|hetio-dag,0,442
25,9820,II_binary|II_literature|hetio-dag,0,443
25,9826,II_binary|II_literature|hetio-dag,0,444
25,9908,II_binary|II_literature|hetio-dag,0,445
25,10006,II_binary|II_literature|Lit-BM-13|hetio-dag,0,446
25,10021,II_binary|II_literature|hetio-dag,0,447
25,10152,II_literature|hetio-dag,0,448
25,10174,II_binary|II_literature|hetio-dag,0,449
25,10236,II_binary|II_literature|hetio-dag,0,450
25,10262,II_binary|II_literature|hetio-dag,0,451
25,10278,II_binary|II_literature|hetio-dag,0,452
25,10413,hetio-dag,0,453
25,10557,II_binary|II_literature|hetio-dag,0,454
25,10580,II_literature|hetio-dag,0,455
25,10618,II_binary|II_literature,0,456
25,10750,hetio-dag,0,457
25,11176,II_binary|II_literature|hetio-dag,0,459
25,11183,II_literature|hetio-dag,0,460
25,11184,II_binary|II_literature|Lit-BM-13|hetio-dag,0,461
25,11248,II_binary|II_literature|hetio-dag,0,462
25,11250,II_binary|II_literature|hetio-dag,0,463
25,11334,II_binary|II_literature,0,464
25,22839,II_binary|II_literature,0,465
25,22999,II_binary|II_literature|hetio-dag,0,466
25,23002,II_literature|hetio-dag,0,467
25,23114,II_binary|II_literature,0,468
25,23136,II_binary|II_literature|hetio-dag,0,469
25,23230,II_binary|II_literature|hetio-dag,0,470
25,23429,II_literature|Lit-BM-13,0,472
25,23616,II_literature|hetio-dag,0,474
25,25920,II_binary|II_literature|hetio-dag,0,475
25,26052,II_binary|II_literature|hetio-dag,0,476
25,26469,II_literature|hetio-dag,0,477
25,26960,II_binary|II_literature|hetio-dag,0,478
25,27120,II_binary|II_literature|hetio-dag,0,479
25,27154,II_binary|II_literature|hetio-dag,0,480
25,29886,II_binary|II_literature|hetio-dag,0,481
25,29934,II_binary|II_literature|hetio-dag,0,482
25,50807,II_binary|II_literature|hetio-dag,0,483
25,50937,II_literature|hetio-dag,0,484
25,51428,II_binary|II_literature|hetio-dag,0,485
25,51466,II_literature|hetio-dag,0,486
25,51517,II_binary|II_literature|hetio-dag,0,487
25,55114,II_literature|hetio-dag,0,488
25,55321,II_binary|II_literature|hetio-dag,0,489
25,55824,II_literature|Lit-BM-13|hetio-dag,0,490
25,56141,II_binary|II_literature|hetio-dag,0,491
25,56658,II_binary|II_literature|hetio-dag,0,492
25,56955,II_binary|II_literature|hetio-dag,0,493
25,56961,II_literature|Lit-BM-13|hetio-dag,0,494
25,56995,II_binary|II_literature|hetio-dag,0,495
25,57142,II_binary|II_literature|hetio-dag,0,496
25,57190,II_binary|II_literature|hetio-dag,0,497
25,57506,II_literature|Lit-BM-13|hetio-dag,0,498
25,57716,II_binary|II_literature|hetio-dag,0,499
25,58512,II_binary|II_literature|hetio-dag,0,500
25,60385,II_binary|II_literature|hetio-dag,0,501
25,64111,II_binary|II_literature|hetio-dag,0,502
25,64714,II_binary|II_literature|hetio-dag,0,503
25,64780,II_literature,0,504
25,65268,II_binary|II_literature,0,505
25,79723,II_binary|II_literature|hetio-dag,0,506
25,79930,II_literature|hetio-dag,0,508
25,80831,II_binary|II_literature|hetio-dag,0,509
25,80852,II_binary|II_literature,0,510
25,81857,II_binary|II_literature|hetio-dag,0,511
25,81928,II_literature|hetio-dag,0,512
25,83541,II_binary|II_literature|hetio-dag,0,513
25,83660,II_binary|II_literature|hetio-dag,0,514
25,83747,II_binary,0,515
25,84287,II_literature|Lit-BM-13|hetio-dag,0,516
25,85358,II_binary|II_literature,0,517
25,90990,II_binary|II_literature|hetio-dag,0,518
25,91179,II_binary|II_literature|hetio-dag,0,519
25,91746,II_literature|hetio-dag,0,520
25,91768,II_literature|hetio-dag,0,521
25,92591,II_binary|II_literature|hetio-dag,0,522
25,114784,II_binary|II_literature|hetio-dag,0,523
25,114879,II_binary|II_literature|hetio-dag,0,524
25,126669,II_literature|hetio-dag,0,525
25,127933,II_binary|II_literature|hetio-dag,0,526
25,128853,II_literature,0,527
25,142685,II_literature,0,528
25,170825,II_binary|II_literature,0,529
25,284086,II_binary|II_literature|hetio-dag,0,530
25,344148,II_binary|II_literature|hetio-dag,0,531
28,65983,HI-II-14|II_binary,1,566
28,84283,HI-II-14|II_binary,1,567
36,7316,hetio-dag,0,609
36,10537,hetio-dag,0,610
36,10869,II_literature,0,611
38,189,hetio-dag,0,626
38,2688,II_literature,0,627
38,3107,II_literature,0,629
38,4163,II_literature,0,631
38,4350,II_literature,0,632
38,5191,hetio-dag,0,633
38,5885,hetio-dag,0,634
38,7316,hetio-dag,0,635
38,7341,hetio-dag,0,636
38,7412,hetio-dag,0,637
38,8452,hetio-dag,0,638
38,8454,hetio-dag,0,639
38,10014,hetio-dag,0,640
38,10289,II_literature|hetio-dag,0,641
38,10987,hetio-dag,0,642
38,23043,II_literature,0,643
38,26270,hetio-dag,0,644
38,51547,hetio-dag,0,645
38,65125,II_literature,0,646
43,1282,II_literature,0,678
43,1939,II_literature,0,679
43,3725,hetio-dag,0,681
43,3912,II_literature,0,682
43,8292,II_binary|II_literature|Lit-BM-13|hetio-dag,0,683
43,9421,II_literature,0,684
43,10399,II_binary|II_literature|hetio-dag,0,685
43,11016,II_literature,0,686
43,145270,II_literature,0,687
43,284217,II_literature,0,688
71,308,II_literature|hetio-dag,0,1322
71,999,II_literature,0,1324
71,1072,HI-I-05|HI-II-14|II_binary|II_literature|hetio-dag,1,1326
71,1073,HI-I-05|HI-II-14|II_binary|II_literature|hetio-dag,1,1327
71,1488,hetio-dag,0,1329
71,1500,II_literature,0,1331
71,1536,II_literature|hetio-dag,0,1332
71,1773,II_literature|hetio-dag,0,1333
71,1962,HI-II-14|II_binary,1,1334
71,2357,II_literature|hetio-dag,0,1335
71,2885,II_literature,0,1336
71,2934,II_literature|hetio-dag,0,1337
71,3001,hetio-dag,0,1338
71,3003,hetio-dag,0,1339
71,3326,II_literature,0,1340
71,3692,II_binary|II_literature|hetio-dag,0,1343
71,3981,hetio-dag,0,1344
71,3983,II_literature|hetio-dag,0,1345
71,4046,II_literature|hetio-dag,0,1346
71,4130,II_literature|hetio-dag,0,1347
71,4192,II_literature,0,1348
71,4214,II_literature,0,1349
71,4215,II_literature|hetio-dag,0,1350
71,4292,II_literature|Lit-BM-13|hetio-dag,0,1351
71,4640,II_literature|hetio-dag,0,1353
71,4653,hetio-dag,0,1354
71,4790,II_literature,0,1355
71,4791,II_literature|hetio-dag,0,1356
71,4793,II_literature,0,1358
71,5217,II_binary|II_literature|hetio-dag,0,1359
71,5337,II_literature|hetio-dag,0,1360
71,5339,II_literature|hetio-dag,0,1361
71,5340,Lit-BM-13|hetio-dag,0,1362
71,5597,hetio-dag,0,1363
71,5800,II_binary|II_literature|hetio-dag,0,1365
71,5966,II_literature,0,1366
71,5971,II_literature,0,1368
71,6456,II_binary|II_literature|hetio-dag,0,1369
71,6487,II_binary|II_literature|hetio-dag,0,1370
71,6613,hetio-dag,0,1371
71,6885,II_literature,0,1372
71,7114,II_literature|Lit-BM-13|hetio-dag,0,1373
71,7132,II_literature,0,1374
71,7185,II_literature,0,1376
71,7186,II_literature,0,1377
71,7189,II_literature,0,1378
71,7316,hetio-dag,0,1379
71,7408,II_literature,0,1380
71,7429,II_literature|hetio-dag,0,1381
71,8266,hetio-dag,0,1382
71,8517,II_literature,0,1383
71,8655,II_literature|hetio-dag,0,1384
71,8717,II_literature,0,1385
71,8737,II_literature,0,1386
71,8936,II_literature|hetio-dag,0,1388
71,9020,II_literature,0,1389
71,9087,II_literature|hetio-dag,0,1390
71,9252,hetio-dag,0,1391
71,9638,II_literature,0,1392
71,9641,II_literature,0,1393
71,9815,hetio-dag,0,1394
71,10134,II_literature|hetio-dag,0,1396
71,10397,II_literature|hetio-dag,0,1397
71,10486,HI-II-14|II_binary|II_literature|hetio-dag,1,1398
71,10487,II_literature|Lit-BM-13|hetio-dag,0,1399
71,11034,HI-I-05|HI-II-14|II_binary|II_literature|hetio-dag,1,1400
71,11035,II_literature,0,1401
71,11098,II_binary|II_literature|hetio-dag,0,1402
71,23043,hetio-dag,0,1403
71,23118,II_literature,0,1404
71,23421,II_binary|II_literature|hetio-dag,0,1405
71,27185,II_binary|II_literature|hetio-dag,0,1406
71,28952,HI-II-14|II_binary,1,1407
71,29109,II_literature|hetio-dag,0,1408
71,29124,II_literature|hetio-dag,0,1409
71,54869,II_literature,0,1410
71,55093,HI-II-14|II_binary,1,1411
71,55607,II_literature|hetio-dag,0,1412
71,55729,II_binary|II_literature|hetio-dag,0,1413
71,56257,hetio-dag,0,1414
71,64787,II_literature,0,1415
71,79574,II_literature,0,1416
71,80705,hetio-dag,0,1417
71,85477,II_literature|hetio-dag,0,1418
71,93661,II_literature|hetio-dag,0,1419
71,387082,II_literature|hetio-dag,0,1420
71,653361,hetio-dag,0,1421
102,558,II_literature|hetio-dag,0,1941
102,1942,II_literature|hetio-dag,0,1942
102,1943,II_literature|hetio-dag,0,1943
102,2042,II_literature|hetio-dag,0,1944
102,2885,II_literature,0,1945
102,2923,II_literature|hetio-dag,0,1946
102,3932,II_literature,0,1947
102,4085,II_literature,0,1948
102,5245,II_literature|hetio-dag,0,1949
102,5774,II_literature,0,1950
102,7039,II_literature|hetio-dag,0,1951
102,7316,hetio-dag,0,1952
102,28514,II_literature|hetio-dag,0,1953
102,152503,hetio-dag,0,1954
119,2534,II_literature,0,2035
119,5566,II_literature,0,2036
119,5580,II_literature,0,2037
119,5803,II_literature,0,2038
119,22895,II_literature,0,2039
130,10318,Lit-BM-13,0,2075
132,1958,hetio-dag,0,2079
132,7316,hetio-dag,0,2080
132,11153,hetio-dag,0,2081
132,79644,hetio-dag,0,2082
134,2037,II_literature|hetio-dag,0,2092
134,2771,II_literature|hetio-dag,0,2093
134,2775,II_literature|hetio-dag,0,2094
134,2778,II_literature|hetio-dag,0,2095
134,2781,II_literature|hetio-dag,0,2096
134,2911,II_literature|hetio-dag,0,2097
134,5028,II_literature|hetio-dag,0,2098
134,11267,hetio-dag,0,2099
134,342371,hetio-dag,0,2100
135,1268,Lit-BM-13|hetio-dag,0,2105
135,7375,Lit-BM-13|hetio-dag,0,2107
135,9266,II_literature|Lit-BM-13|hetio-dag,0,2108
135,10135,II_binary|II_literature|hetio-dag,0,2109
135,54550,Lit-BM-13|hetio-dag,0,2110
146,2318,II_binary|II_literature|hetio-dag,0,2297
146,4842,hetio-dag,0,2298
146,6640,II_literature|hetio-dag,0,2299
146,6641,II_literature|hetio-dag,0,2300
146,6645,II_literature,0,2301
146,54212,II_literature|hetio-dag,0,2302
146,84708,hetio-dag,0,2303
147,1173,II_literature|Lit-BM-13|hetio-dag,0,2306
147,2318,II_binary|II_literature|hetio-dag,0,2308
147,2767,II_literature|hetio-dag,0,2309
147,2776,II_literature|hetio-dag,0,2310
147,3500,II_literature,0,2311
147,4842,hetio-dag,0,2312
147,6295,II_literature|hetio-dag,0,2314
147,6772,II_literature|hetio-dag,0,2315
147,7430,II_literature|hetio-dag,0,2316
147,84687,II_literature|hetio-dag,0,2317
148,649,II_binary|II_literature|hetio-dag,0,2318
148,2318,II_binary|II_literature|hetio-dag,0,2319
148,3577,II_literature|hetio-dag,0,2320
148,3579,II_literature|hetio-dag,0,2321
148,4842,hetio-dag,0,2322
148,5997,II_literature|hetio-dag,0,2323
148,84687,II_literature|hetio-dag,0,2324
150,1967,II_literature|hetio-dag,0,2327
150,2770,II_literature,0,2328
150,2771,II_literature|hetio-dag,0,2329
150,2775,II_literature|hetio-dag,0,2330
150,2782,hetio-dag,0,2331
150,5580,II_literature,0,2332
150,6640,hetio-dag,0,2333
150,7534,II_literature,0,2335
150,54331,hetio-dag,0,2336
150,84687,II_literature|hetio-dag,0,2337
151,1967,II_literature|hetio-dag,0,2338
151,2771,II_literature|hetio-dag,0,2339
151,7534,II_literature,0,2341
151,84687,II_literature|hetio-dag,0,2342
152,1967,II_literature|hetio-dag,0,2343
152,2775,II_literature|hetio-dag,0,2344
152,7534,II_literature,0,2346
152,84687,II_literature|hetio-dag,0,2347
153,408,II_literature|hetio-dag,0,2348
153,2885,II_literature|hetio-dag,0,2352
153,4842,hetio-dag,0,2353
153,6456,II_literature|Lit-BM-13|hetio-dag,0,2354
153,6457,II_literature|hetio-dag,0,2355
153,6640,hetio-dag,0,2356
153,9223,II_binary|II_literature,0,2357
153,9228,II_literature|hetio-dag,0,2358
153,9737,II_literature|hetio-dag,0,2359
153,9863,II_binary|II_literature|Lit-BM-13|hetio-dag,0,2360
153,10755,II_literature|Lit-BM-13|hetio-dag,0,2361
153,57120,II_binary|II_literature|hetio-dag,0,2362
153,114928,II_literature|hetio-dag,0,2363
153,260425,II_literature|Lit-BM-13|hetio-dag,0,2364
153,100528062,hetio-dag,0,2365
154,155,II_literature,0,2367
154,163,hetio-dag,0,2369
154,407,II_literature,0,2370
154,408,II_literature,0,2371
154,409,hetio-dag,0,2372
154,859,hetio-dag,0,2373
154,1445,II_literature,0,2374
154,1967,II_literature|hetio-dag,0,2375
154,2767,II_literature,0,2376
154,2769,II_literature,0,2377
154,2771,hetio-dag,0,2378
154,2778,Lit-BM-13,0,2379
154,2782,Lit-BM-13|hetio-dag,0,2380
154,2885,II_literature|hetio-dag,0,2383
154,3360,II_literature,0,2384
154,3760,II_literature|hetio-dag,0,2387
154,3762,II_literature|hetio-dag,0,2388
154,3763,II_literature,0,2389
154,3765,II_literature,0,2390
154,4193,hetio-dag,0,2391
154,4985,II_literature|Lit-BM-13|hetio-dag,0,2392
154,5580,II_literature,0,2395
154,6714,II_binary|II_literature|hetio-dag,0,2396
154,7316,II_literature|hetio-dag,0,2397
154,7555,II_literature,0,2399
154,9351,II_literature|hetio-dag,0,2400
154,9368,II_binary|II_literature|Lit-BM-13|hetio-dag,0,2401
154,9495,II_literature,0,2402
154,9590,II_literature|hetio-dag,0,2403
154,9630,II_literature,0,2404
154,9737,II_literature,0,2405
154,23224,II_literature,0,2406
154,54331,hetio-dag,0,2407
154,112399,hetio-dag,0,2408
154,260425,II_literature,0,2409
