source,target,sources,unbiased,Index
7133,83481,II_literature,0,103747
7133,85366,II_literature,0,103748
7133,92609,II_literature,0,103749
7133,113457,II_literature,0,103750
7133,115207,II_literature,0,103751
7133,147923,hetio-dag,0,103752
7133,150472,II_literature,0,103753
7133,203068,II_literature,0,103754
7133,347733,II_literature,0,103755
7133,440915,II_literature,0,103756
7133,100290337,II_literature,0,103757
7157,7158,II_binary|II_literature|Lit-BM-13|hetio-dag,0,103964
7157,7159,II_binary|II_literature|Lit-BM-13|hetio-dag,0,103965
7157,7178,II_binary|II_literature|Lit-BM-13|hetio-dag,0,103967
7157,7251,II_literature|hetio-dag,0,103968
7157,7272,hetio-dag,0,103969
7157,7291,hetio-dag,0,103970
7157,7295,II_literature|hetio-dag,0,103971
7157,7311,II_literature|hetio-dag,0,103972
7157,7314,II_literature|hetio-dag,0,103973
7157,7316,II_literature|hetio-dag,0,103974
7157,7319,II_literature|Lit-BM-13|hetio-dag,0,103975
7157,7322,hetio-dag,0,103977
7157,7323,hetio-dag,0,103978
7157,7329,II_binary|II_literature|Lit-BM-13|hetio-dag,0,103979
7157,7334,hetio-dag,0,103980
7157,7337,II_binary|II_literature|Lit-BM-13|hetio-dag,0,103981
7157,7341,II_literature|hetio-dag,0,103982
7157,7353,hetio-dag,0,103984
7157,7421,II_literature|hetio-dag,0,103986
7157,7443,II_literature|hetio-dag,0,103987
7157,7444,hetio-dag,0,103988
7157,7486,II_binary|II_literature|Lit-BM-13|hetio-dag,0,103989
7157,7490,II_literature|hetio-dag,0,103990
7157,7514,II_literature|hetio-dag,0,103991
7157,7515,II_literature,0,103992
7157,7528,hetio-dag,0,103993
7157,7532,II_literature|Lit-BM-13,0,103994
7157,7534,II_literature|hetio-dag,0,103995
7157,7572,II_binary|II_literature|hetio-dag,0,103996
7157,7707,II_literature|hetio-dag,0,103997
7157,7799,hetio-dag,0,103998
7157,7874,II_binary|II_literature|Lit-BM-13|hetio-dag,0,103999
7157,7965,II_literature|Lit-BM-13|hetio-dag,0,104000
7157,7994,II_literature|hetio-dag,0,104001
7157,8131,II_literature,0,104002
7157,8178,II_literature|Lit-BM-13|hetio-dag,0,104003
7157,8202,hetio-dag,0,104004
7157,8237,II_literature,0,104005
7157,8295,hetio-dag,0,104006
7157,8312,hetio-dag,0,104007
7157,8431,hetio-dag,0,104008
7157,8451,hetio-dag,0,104009
7157,8493,hetio-dag,0,104010
7157,8533,II_literature|hetio-dag,0,104011
7157,8550,II_binary|II_literature|hetio-dag,0,104012
7157,8553,II_literature|hetio-dag,0,104013
7157,8554,II_binary|II_literature|Lit-BM-13|hetio-dag,0,104014
7157,8555,II_literature|hetio-dag,0,104015
7157,8556,II_literature|Lit-BM-13|hetio-dag,0,104016
7157,8626,II_literature|hetio-dag,0,104018
7157,8648,Lit-BM-13|hetio-dag,0,104019
7157,8650,II_literature|hetio-dag,0,104020
7157,8805,hetio-dag,0,104022
7157,8837,II_literature,0,104023
7157,8841,hetio-dag,0,104024
7157,8848,Lit-BM-13|hetio-dag,0,104025
7157,8850,II_literature|Lit-BM-13|hetio-dag,0,104026
7157,8883,II_literature,0,104027
7157,8894,II_binary|II_literature|hetio-dag,0,104028
7157,8926,II_binary|II_literature|hetio-dag,0,104029
7157,8945,hetio-dag,0,104030
7157,8996,II_literature|hetio-dag,0,104031
7157,9013,II_literature,0,104032
7157,9014,II_literature|hetio-dag,0,104033
7157,9015,II_literature|hetio-dag,0,104034
7157,9039,II_literature,0,104035
7157,9040,II_literature|hetio-dag,0,104036
7157,9063,II_binary|II_literature|Lit-BM-13|hetio-dag,0,104037
7157,9100,hetio-dag,0,104038
7157,9112,II_literature|hetio-dag,0,104039
7157,9141,hetio-dag,0,104040
7157,9219,II_literature|hetio-dag,0,104041
7157,9232,II_literature|Lit-BM-13|hetio-dag,0,104042
7157,9260,hetio-dag,0,104043
7157,9271,II_literature,0,104044
7157,9314,II_literature|hetio-dag,0,104045
7157,9318,II_literature|hetio-dag,0,104046
7157,9397,II_literature|hetio-dag,0,104047
7157,9412,hetio-dag,0,104048
7157,9440,II_literature|hetio-dag,0,104049
7157,9522,II_binary|II_literature|hetio-dag,0,104050
7157,9540,II_binary,0,104051
7157,9577,II_literature,0,104052
7157,9587,II_binary|II_literature|hetio-dag,0,104053
7157,9656,II_literature|hetio-dag,0,104054
7157,9768,hetio-dag,0,104055
7157,9808,II_binary|II_literature|hetio-dag,0,104056
7157,9810,II_literature,0,104057
7157,9820,II_literature|Lit-BM-13|hetio-dag,0,104058
7157,9821,hetio-dag,0,104059
7157,9891,hetio-dag,0,104060
7157,9908,hetio-dag,0,104061
7157,9988,hetio-dag,0,104062
7157,10014,hetio-dag,0,104063
7157,10055,II_literature|hetio-dag,0,104064
7157,10063,II_binary|II_literature|hetio-dag,0,104065
7157,10075,II_literature|hetio-dag,0,104066
7157,10105,hetio-dag,0,104067
7157,10114,II_literature|Lit-BM-13|hetio-dag,0,104068
7157,10128,II_literature,0,104069
7157,10146,hetio-dag,0,104070
7157,10153,II_literature|hetio-dag,0,104071
7157,10155,hetio-dag,0,104072
7157,10197,II_literature|hetio-dag,0,104073
7157,10200,II_binary|II_literature|hetio-dag,0,104074
7157,10210,II_literature|Lit-BM-13|hetio-dag,0,104075
7157,10273,II_literature|hetio-dag,0,104076
7157,10301,II_binary|II_literature,0,104077
7157,10398,II_literature,0,104078
7157,10425,II_binary|II_literature|hetio-dag,0,104079
7157,10467,hetio-dag,0,104080
7157,10474,II_literature|Lit-BM-13|hetio-dag,0,104081
7157,10498,II_literature|hetio-dag,0,104082
7157,10499,II_literature|hetio-dag,0,104083
7157,10521,hetio-dag,0,104084
7157,10524,II_literature|hetio-dag,0,104085
7157,10537,hetio-dag,0,104086
7157,10642,II_literature,0,104087
7157,10713,II_literature,0,104088
7157,10813,hetio-dag,0,104089
7157,10848,II_literature|hetio-dag,0,104090
7157,10902,II_literature,0,104092
7157,10916,hetio-dag,0,104093
7157,10919,hetio-dag,0,104094
7157,10920,II_literature|hetio-dag,0,104095
7157,10980,II_literature|hetio-dag,0,104096
7157,10987,II_literature|Lit-BM-13|hetio-dag,0,104097
7157,11039,II_binary,0,104098
7157,11091,hetio-dag,0,104099
7157,11100,II_binary|II_literature|hetio-dag,0,104100
7157,11143,hetio-dag,0,104101
7157,11200,II_binary|II_literature|hetio-dag,0,104102
7157,11244,II_literature|hetio-dag,0,104103
7157,11257,II_binary|II_literature,0,104104
7157,22927,II_literature|Lit-BM-13|hetio-dag,0,104106
7157,22948,II_binary|II_literature|hetio-dag,0,104107
7157,23028,hetio-dag,0,104108
7157,23072,hetio-dag,0,104109
7157,23093,II_literature,0,104110
7157,23113,II_binary|II_literature|Lit-BM-13|hetio-dag,0,104111
7157,23309,Lit-BM-13|hetio-dag,0,104112
7157,23411,II_literature|hetio-dag,0,104113
7157,23429,II_literature|hetio-dag,0,104114
7157,23474,hetio-dag,0,104115
7157,23560,II_literature,0,104116
7157,23569,II_literature|hetio-dag,0,104117
7157,23608,hetio-dag,0,104118
7157,25842,II_literature,0,104119
7157,25898,II_binary|II_literature|Lit-BM-13|hetio-dag,0,104120
7157,25942,II_literature|hetio-dag,0,104121
7157,25946,II_literature|hetio-dag,0,104122
7157,25988,II_binary|Yu-11|hetio-dag,1,104123
7157,26013,Lit-BM-13|hetio-dag,0,104124
7157,26135,hetio-dag,0,104125
7157,26155,hetio-dag,0,104126
7157,26287,II_literature|hetio-dag,0,104127
7157,26354,II_literature|hetio-dag,0,104128
7157,26523,II_literature,0,104129
7157,27113,II_literature,0,104130
7157,27161,II_literature,0,104131
7157,28996,II_binary|II_literature|Lit-BM-13|hetio-dag,0,104132
7157,29072,hetio-dag,0,104133
7157,29117,Lit-BM-13|hetio-dag,0,104134
7157,29903,II_binary|II_literature|hetio-dag,0,104135
7157,30008,II_literature|Lit-BM-13|hetio-dag,0,104136
7157,50484,II_literature|hetio-dag,0,104137
7157,50813,II_literature|hetio-dag,0,104138
7157,51138,II_literature|hetio-dag,0,104139
7157,51147,II_literature|Lit-BM-13|hetio-dag,0,104140
7157,51230,hetio-dag,0,104141
7157,51246,hetio-dag,0,104142
7157,51341,II_literature|hetio-dag,0,104143
7157,51366,hetio-dag,0,104144
7157,51438,hetio-dag,0,104145
7157,51465,hetio-dag,0,104146
7157,51499,II_literature|hetio-dag,0,104147
7157,51547,hetio-dag,0,104148
7157,51588,II_binary|II_literature|Lit-BM-13|hetio-dag,0,104149
7157,51616,II_literature|hetio-dag,0,104150
7157,51667,hetio-dag,0,104151
7157,51720,hetio-dag,0,104152
7157,51741,II_literature|Lit-BM-13|hetio-dag,0,104153
7157,53826,II_binary|II_literature|hetio-dag,0,104154
7157,54455,hetio-dag,0,104155
7157,54819,II_binary|II_literature|hetio-dag,0,104156
7157,54840,II_literature,0,104157
7157,54894,hetio-dag,0,104158
7157,54971,II_literature|hetio-dag,0,104159
7157,55159,hetio-dag,0,104160
7157,55167,hetio-dag,0,104161
7157,55339,II_binary|II_literature|hetio-dag,0,104162
7157,55593,II_literature,0,104163
7157,55611,hetio-dag,0,104164
7157,55643,II_binary|II_literature|hetio-dag,0,104165
7157,55693,Lit-BM-13|hetio-dag,0,104166
7157,55749,II_literature,0,104167
7157,55869,II_binary|II_literature|hetio-dag,0,104168
7157,55872,II_binary|II_literature|Lit-BM-13|hetio-dag,0,104169
7157,55904,II_literature|hetio-dag,0,104170
7157,55971,hetio-dag,0,104171
7157,56144,II_binary|II_literature|hetio-dag,0,104172
7157,56254,II_literature|hetio-dag,0,104173
7157,56623,II_literature,0,104174
7157,56658,hetio-dag,0,104175
7157,56950,Lit-BM-13|hetio-dag,0,104176
7157,57520,hetio-dag,0,104178
7157,57599,II_literature,0,104179
7157,57621,II_literature|hetio-dag,0,104180
7157,57634,hetio-dag,0,104181
7157,57663,hetio-dag,0,104182
7157,57680,II_literature|hetio-dag,0,104183
7157,60487,II_literature,0,104184
7157,60684,II_literature,0,104185
7157,64326,II_binary|II_literature|hetio-dag,0,104186
7157,64779,II_literature,0,104187
7157,65084,II_literature,0,104188
7157,65990,II_binary|II_literature|hetio-dag,0,104189
7157,78986,II_literature|hetio-dag,0,104190
7157,79035,hetio-dag,0,104191
7157,79184,II_literature,0,104192
7157,79447,II_literature,0,104193
7157,79594,hetio-dag,0,104194
7157,79654,hetio-dag,0,104195
7157,79841,II_literature,0,104196
7157,79884,Lit-BM-13|hetio-dag,0,104197
7157,80176,II_literature,0,104198
7157,80196,hetio-dag,0,104199
7157,80204,II_binary|II_literature|hetio-dag,0,104200
7157,80352,hetio-dag,0,104201
7157,80854,II_binary|II_literature|Lit-BM-13|hetio-dag,0,104202
7157,81603,hetio-dag,0,104203
7157,81928,II_literature|hetio-dag,0,104204
7157,83737,II_literature|hetio-dag,0,104205
7157,83953,hetio-dag,0,104206
7157,83987,hetio-dag,0,104207
7157,84132,hetio-dag,0,104208
7157,84148,II_literature|hetio-dag,0,104209
7157,84289,II_literature,0,104210
7157,84447,II_literature|hetio-dag,0,104211
7157,91768,II_literature|hetio-dag,0,104212
7157,94241,II_literature|hetio-dag,0,104213
7157,112858,II_literature|hetio-dag,0,104214
7157,114034,II_binary|II_literature|hetio-dag,0,104215
7157,115426,Lit-BM-13|hetio-dag,0,104216
7157,117581,hetio-dag,0,104217
7157,117584,hetio-dag,0,104218
7157,133746,II_literature,0,104219
7157,147923,II_literature|hetio-dag,0,104220
7157,152006,II_literature,0,104221
7157,153090,II_literature,0,104222
7157,153561,II_binary,0,104223
7157,199745,II_binary|II_literature|hetio-dag,0,104224
7157,201254,hetio-dag,0,104225
7157,204851,II_binary|II_literature|Lit-BM-13|hetio-dag,0,104226
7157,259266,II_literature,0,104227
7157,266740,hetio-dag,0,104228
7157,282049,II_literature,0,104229
7157,284058,II_literature|hetio-dag,0,104230
7157,286514,HI-I-05|II_binary|II_literature|hetio-dag,1,104231
7157,387893,hetio-dag,0,104232
7157,404663,II_literature,0,104233
7157,100533181,hetio-dag,0,104234
7161,7170,II_literature,0,104330
7161,7316,hetio-dag,0,104331
7161,7329,II_literature|hetio-dag,0,104332
7161,7341,II_literature|hetio-dag,0,104333
7161,7490,II_literature|hetio-dag,0,104334
7161,7514,hetio-dag,0,104335
7161,8131,II_literature,0,104336
7161,8165,II_literature,0,104337
7161,8554,II_literature|hetio-dag,0,104338
7161,8626,II_literature|hetio-dag,0,104339
7161,8850,Lit-BM-13|hetio-dag,0,104340
7161,9271,II_literature,0,104341
7161,9416,II_literature,0,104342
7161,10048,hetio-dag,0,104344
7161,10114,II_literature|hetio-dag,0,104345
7161,10128,II_literature,0,104346
7161,10153,II_literature|hetio-dag,0,104347
7161,10260,hetio-dag,0,104348
7161,10274,II_literature,0,104349
7161,10398,II_literature,0,104350
7161,10399,II_literature|Lit-BM-13|hetio-dag,0,104351
7161,10413,II_binary|II_literature|Lit-BM-13|hetio-dag,0,104352
7161,10642,II_literature,0,104353
7161,10848,II_literature|hetio-dag,0,104354
7161,10902,II_literature,0,104355
7161,22994,hetio-dag,0,104356
7161,23028,hetio-dag,0,104357
7161,23093,II_literature,0,104358
7161,23368,II_binary|II_literature|hetio-dag,0,104359
7161,23411,hetio-dag,0,104360
7161,25842,II_literature,0,104361
7161,25898,hetio-dag,0,104362
7161,26523,II_literature,0,104363
7161,27161,II_literature,0,104364
7161,28996,II_literature|hetio-dag,0,104365
7161,51493,II_literature,0,104366
7161,51741,II_literature|hetio-dag,0,104367
7161,55728,II_literature,0,104368
7161,56623,II_literature,0,104369
7161,56704,II_literature,0,104370
7161,57520,II_literature|hetio-dag,0,104371
7161,60487,II_literature,0,104372
7161,60684,II_literature,0,104373
7161,64779,II_literature,0,104374
7161,65084,II_literature,0,104375
7161,79841,II_literature,0,104376
7161,80176,II_literature,0,104377
7161,81620,II_literature,0,104378
7161,83737,II_literature|Lit-BM-13|hetio-dag,0,104379
7161,91768,II_literature|hetio-dag,0,104380
7161,152006,II_literature,0,104381
7161,153090,II_literature,0,104382
7161,154313,II_literature,0,104383
7161,163786,II_literature,0,104384
7161,200933,hetio-dag,0,104385
7161,259266,II_literature,0,104386
7161,266740,hetio-dag,0,104387
7167,7316,hetio-dag,0,104421
7167,7534,II_literature|hetio-dag,0,104422
7167,8454,hetio-dag,0,104423
7167,9657,hetio-dag,0,104424
7167,9768,hetio-dag,0,104425
7167,9869,II_binary|II_literature|hetio-dag,0,104426
7167,10014,hetio-dag,0,104427
7167,10537,hetio-dag,0,104428
7167,51377,hetio-dag,0,104429
7167,51601,II_binary|II_literature|hetio-dag,0,104430
7167,57062,II_binary|II_literature|hetio-dag,0,104431
7172,7316,hetio-dag,0,104493
7173,51061,II_literature|hetio-dag,0,104494
7173,53905,II_literature|hetio-dag,0,104495
7253,7316,hetio-dag,0,105524
7253,10567,II_literature|hetio-dag,0,105525
7253,10672,II_literature|hetio-dag,0,105526
7253,23513,Lit-BM-13|hetio-dag,0,105527
7274,116173,HI-II-14|II_binary,1,105654
7276,7846,hetio-dag,0,105659
7276,7917,hetio-dag,0,105660
7276,8518,II_binary|II_literature|hetio-dag,0,105661
7276,9013,hetio-dag,0,105662
7276,9189,hetio-dag,0,105663
7276,9362,hetio-dag,0,105664
7276,9638,II_binary|II_literature|hetio-dag,0,105665
7276,9796,II_binary|II_literature|hetio-dag,0,105666
7276,9869,II_binary|II_literature|hetio-dag,0,105667
7276,10743,hetio-dag,0,105668
7276,11161,hetio-dag,0,105669
7276,23533,II_binary|II_literature|hetio-dag,0,105670
7276,27097,hetio-dag,0,105671
7276,27246,hetio-dag,0,105672
7276,51150,hetio-dag,0,105673
7276,51608,II_binary|II_literature|hetio-dag,0,105674
7276,51763,hetio-dag,0,105675
7276,54550,HI-II-14|II_binary,1,105676
7276,55611,hetio-dag,0,105677
7276,57562,hetio-dag,0,105678
7276,79174,hetio-dag,0,105679
7276,158078,II_binary,0,105680
7276,732272,II_binary,0,105681
7297,7316,hetio-dag,0,105918
7297,7409,II_literature|hetio-dag,0,105919
7297,7520,II_literature|hetio-dag,0,105920
7297,8660,II_literature|hetio-dag,0,105921
7297,9618,HI-II-14|II_binary,1,105922
7297,10254,II_literature|hetio-dag,0,105923
7297,10399,II_literature|hetio-dag,0,105924
7297,10419,II_literature|hetio-dag,0,105925
7297,55250,II_literature,0,105926
7297,125115,HI-II-14|II_binary,1,105927
7297,140739,II_binary|II_literature|hetio-dag,0,105928
7297,152789,II_literature|Lit-BM-13|hetio-dag,0,105929
7297,202559,HI-II-14|II_binary|Yu-11|hetio-dag,1,105930
7321,7337,II_literature|hetio-dag,0,112237
7321,7376,hetio-dag,0,112238
7321,7681,HI-II-14|II_binary|II_literature|hetio-dag,1,112239
7321,7706,II_binary|II_literature|Lit-BM-13|hetio-dag,0,112240
7321,7726,II_binary|II_literature|hetio-dag,0,112241
7321,7844,II_literature|hetio-dag,0,112242
7321,8242,II_literature,0,112243
7321,8452,hetio-dag,0,112244
7321,8453,hetio-dag,0,112245
7321,8454,hetio-dag,0,112246
7321,8569,hetio-dag,0,112247
7321,8697,hetio-dag,0,112248
7321,8848,hetio-dag,0,112249
7321,8850,hetio-dag,0,112250
7321,8881,hetio-dag,0,112251
7321,8916,hetio-dag,0,112252
7321,8926,II_literature|hetio-dag,0,112253
7321,9025,hetio-dag,0,112254
7321,9148,hetio-dag,0,112255
7321,9320,hetio-dag,0,112256
7321,9354,II_literature|hetio-dag,0,112257
7321,9538,II_binary|II_literature|hetio-dag,0,112258
7321,9577,II_literature|hetio-dag,0,112259
7321,9604,HI-II-14|II_binary|II_literature|hetio-dag,1,112260
7321,9616,II_binary|II_literature|Lit-BM-13|hetio-dag,0,112261
7321,9666,II_binary|II_literature|Lit-BM-13|hetio-dag,0,112262
7321,9690,hetio-dag,0,112263
7321,9867,II_literature|hetio-dag,0,112264
7321,9870,hetio-dag,0,112265
7321,9921,II_binary|II_literature|hetio-dag,0,112266
7321,10013,hetio-dag,0,112268
7321,10043,hetio-dag,0,112269
7321,10075,hetio-dag,0,112270
7321,10107,hetio-dag,0,112271
7321,10155,hetio-dag,0,112272
7321,10210,II_literature|Lit-BM-13|hetio-dag,0,112273
7321,10254,hetio-dag,0,112274
7321,10273,II_literature|hetio-dag,0,112275
7321,10289,II_literature|hetio-dag,0,112276
7321,10293,hetio-dag,0,112277
7321,10297,hetio-dag,0,112278
7321,10393,hetio-dag,0,112279
7321,10425,II_binary|II_literature|hetio-dag,0,112280
7321,10475,hetio-dag,0,112281
7321,10572,hetio-dag,0,112282
7321,11043,HI-II-14|II_binary|Lit-BM-13|hetio-dag,1,112283
7321,11074,II_binary|II_literature|Lit-BM-13|hetio-dag,0,112284
7321,11342,II_literature|Lit-BM-13|hetio-dag,0,112285
7321,22888,II_binary|II_literature|Lit-BM-13|hetio-dag,0,112286
7321,22954,hetio-dag,0,112287
7321,23087,II_binary|II_literature|hetio-dag,0,112288
7321,23295,II_binary|II_literature|Lit-BM-13|hetio-dag,0,112289
7321,23321,II_binary|II_literature|Lit-BM-13|hetio-dag,0,112290
7321,23327,II_literature|hetio-dag,0,112291
7321,23376,II_literature|hetio-dag,0,112292
7321,23586,hetio-dag,0,112293
7321,23609,HI-II-14|II_binary,1,112294
7321,25820,hetio-dag,0,112295
7321,25847,hetio-dag,0,112296
7321,26001,II_literature|hetio-dag,0,112297
7321,26232,hetio-dag,0,112298
7321,26271,hetio-dag,0,112299
7321,26272,hetio-dag,0,112300
7321,26994,II_binary|II_literature|Lit-BM-13|hetio-dag,0,112301
7321,27246,HI-II-14|II_binary|II_literature|hetio-dag,1,112302
7321,27342,hetio-dag,0,112303
7321,27343,hetio-dag,0,112304
7321,27434,hetio-dag,0,112305
7321,29116,Lit-BM-13|hetio-dag,0,112306
7321,29882,hetio-dag,0,112307
7321,29945,hetio-dag,0,112308
7321,51127,II_binary|II_literature|Lit-BM-13|hetio-dag,0,112309
7321,51132,II_binary|II_literature|Lit-BM-13|hetio-dag,0,112310
7321,51191,hetio-dag,0,112311
7321,51255,II_literature|hetio-dag,0,112312
7321,51283,II_binary|II_literature|hetio-dag,0,112313
7321,51343,hetio-dag,0,112314
7321,51434,hetio-dag,0,112315
7321,51529,hetio-dag,0,112316
7321,51548,hetio-dag,0,112317
7321,51569,II_literature|hetio-dag,0,112318
7321,51676,hetio-dag,0,112319
7321,54708,hetio-dag,0,112320
7321,54778,HI-II-14|II_binary|II_literature|Lit-BM-13|hetio-dag,1,112321
7321,54894,II_literature|hetio-dag,0,112322
7321,54941,II_binary|II_literature|Lit-BM-13|hetio-dag,0,112323
7321,55072,hetio-dag,0,112324
7321,55159,II_binary|II_literature|Lit-BM-13|hetio-dag,0,112325
7321,55299,II_binary|II_literature|hetio-dag,0,112326
7321,55611,II_binary|II_literature|Lit-BM-13|hetio-dag,0,112327
7321,55658,HI-I-05|HI-II-14|II_binary|II_literature|hetio-dag,1,112328
7321,55743,II_binary|II_literature|Lit-BM-13|hetio-dag,0,112329
7321,55819,II_literature|hetio-dag,0,112330
7321,55905,II_binary|II_literature|Lit-BM-13|hetio-dag,0,112331
7321,55958,hetio-dag,0,112332
7321,56658,HI-I-05|HI-II-14|II_binary|II_literature|Lit-BM-13|Yu-11|hetio-dag,1,112333
7321,57162,hetio-dag,0,112334
7321,57169,II_binary|II_literature|hetio-dag,0,112335
7321,57448,hetio-dag,0,112336
7321,57484,II_literature|hetio-dag,0,112337
7321,57534,II_literature|hetio-dag,0,112338
7321,57630,hetio-dag,0,112339
7321,64320,II_binary|II_literature|Lit-BM-13|hetio-dag,0,112340
7321,64682,hetio-dag,0,112341
7321,64750,hetio-dag,0,112342
7321,79020,hetio-dag,0,112343
7321,79101,hetio-dag,0,112344
7321,79102,II_binary|II_literature|hetio-dag,0,112345
7321,79184,II_literature|hetio-dag,0,112346
7321,79444,hetio-dag,0,112347
7321,79589,hetio-dag,0,112348
7321,79594,II_literature|Lit-BM-13|hetio-dag,0,112349
7321,79718,hetio-dag,0,112350
7321,79845,hetio-dag,0,112351
7321,80263,hetio-dag,0,112352
7321,81559,Lit-BM-13|hetio-dag,0,112353
7321,81603,II_binary|II_literature|hetio-dag,0,112354
7321,81786,hetio-dag,0,112355
7321,84231,II_binary|II_literature|hetio-dag,0,112356
7321,84675,II_binary|II_literature|hetio-dag,0,112357
7321,84676,hetio-dag,0,112358
7321,84678,hetio-dag,0,112359
7321,84937,II_binary|II_literature|Lit-BM-13|hetio-dag,0,112360
7321,84959,hetio-dag,0,112361
7321,90678,II_binary|II_literature|hetio-dag,0,112363
7321,91445,II_binary|II_literature|hetio-dag,0,112364
7321,93664,II_literature|hetio-dag,0,112365
7321,112401,II_binary|II_literature|hetio-dag,0,112366
7321,113878,HI-II-14|II_binary|Yu-11|hetio-dag,1,112367
7321,115426,hetio-dag,0,112368
7321,115992,II_binary|II_literature|hetio-dag,0,112369
7321,119504,hetio-dag,0,112370
7321,129868,II_binary|II_literature|hetio-dag,0,112371
7321,135892,hetio-dag,0,112372
7321,140462,hetio-dag,0,112373
7321,148066,II_literature|hetio-dag,0,112374
7321,151636,II_binary|II_literature|Lit-BM-13|hetio-dag,0,112375
7321,152006,II_binary|II_literature|hetio-dag,0,112376
7321,196403,II_binary|II_literature|hetio-dag,0,112377
7321,221687,hetio-dag,0,112378
7321,223082,II_literature|hetio-dag,0,112379
7321,246184,hetio-dag,0,112380
7321,494470,II_literature|hetio-dag,0,112381
7345,7428,II_literature|hetio-dag,0,113537
7345,7846,hetio-dag,0,113538
7345,9474,II_literature,0,113539
7345,9641,II_literature|hetio-dag,0,113540
7345,9657,hetio-dag,0,113541
7345,9958,hetio-dag,0,113542
7345,10048,II_binary|II_literature|hetio-dag,0,113543
7345,10289,II_literature|hetio-dag,0,113544
7345,10951,II_binary|II_literature|hetio-dag,0,113545
7345,10987,II_binary|II_literature|Lit-BM-13|hetio-dag,0,113546
7345,23043,II_literature,0,113547
7345,26277,hetio-dag,0,113548
7345,27005,II_literature|hetio-dag,0,113549
7345,54386,hetio-dag,0,113550
7345,57159,hetio-dag,0,113551
7345,57646,hetio-dag,0,113552
7345,84676,hetio-dag,0,113553
7415,7429,hetio-dag,0,114075
7415,7486,II_literature|hetio-dag,0,114077
7415,7529,hetio-dag,0,114078
7415,7531,hetio-dag,0,114079
7415,7532,hetio-dag,0,114080
7415,7533,hetio-dag,0,114081
7415,7534,II_literature|Lit-BM-13|hetio-dag,0,114082
7415,7706,hetio-dag,0,114083
7415,7844,II_literature,0,114084
7415,7879,hetio-dag,0,114085
7415,7917,hetio-dag,0,114086
7415,7993,II_literature|Lit-BM-13|hetio-dag,0,114087
7415,8065,hetio-dag,0,114088
7415,8099,hetio-dag,0,114089
7415,8161,hetio-dag,0,114090
7415,8266,hetio-dag,0,114091
7415,8411,hetio-dag,0,114092
7415,8452,hetio-dag,0,114093
7415,8453,II_literature|hetio-dag,0,114094
7415,8454,II_literature,0,114095
7415,8467,hetio-dag,0,114096
7415,8533,hetio-dag,0,114097
7415,8724,hetio-dag,0,114098
7415,8729,hetio-dag,0,114099
7415,8775,hetio-dag,0,114100
7415,8887,hetio-dag,0,114101
7415,9025,HI-II-14|II_binary,1,114102
7415,9026,hetio-dag,0,114103
7415,9040,hetio-dag,0,114104
7415,9047,Lit-BM-13|hetio-dag,0,114105
7415,9100,hetio-dag,0,114106
7415,9125,hetio-dag,0,114107
7415,9181,hetio-dag,0,114108
7415,9230,hetio-dag,0,114109
7415,9295,hetio-dag,0,114110
7415,9320,hetio-dag,0,114111
7415,9328,hetio-dag,0,114112
7415,9330,hetio-dag,0,114113
7415,9337,hetio-dag,0,114114
7415,9373,HI-II-14|II_binary|Lit-BM-13|hetio-dag,1,114115
7415,9474,HI-II-14|II_binary,1,114116
7415,9532,hetio-dag,0,114117
7415,9554,hetio-dag,0,114118
7415,9636,hetio-dag,0,114119
7415,9641,II_literature|hetio-dag,0,114120
7415,9657,hetio-dag,0,114121
7415,9700,hetio-dag,0,114122
7415,9709,hetio-dag,0,114123
7415,9768,hetio-dag,0,114124
7415,9774,hetio-dag,0,114125
7415,9818,hetio-dag,0,114126
7415,9820,hetio-dag,0,114127
7415,9873,Lit-BM-13|hetio-dag,0,114128
7415,9891,II_literature,0,114129
7415,9894,hetio-dag,0,114130
7415,9908,hetio-dag,0,114131
7415,9919,hetio-dag,0,114132
7415,10013,II_literature,0,114133
7415,10014,hetio-dag,0,114134
7415,10016,hetio-dag,0,114135
7415,10040,hetio-dag,0,114136
7415,10043,hetio-dag,0,114137
7415,10075,hetio-dag,0,114138
7415,10109,hetio-dag,0,114139
7415,10273,hetio-dag,0,114140
7415,10277,II_binary|II_literature|hetio-dag,0,114141
7415,10284,hetio-dag,0,114142
7415,10397,II_literature,0,114143
7415,10425,hetio-dag,0,114144
7415,10466,hetio-dag,0,114145
7415,10537,hetio-dag,0,114146
7415,10564,hetio-dag,0,114147
7415,10574,hetio-dag,0,114148
7415,10575,hetio-dag,0,114149
7415,10576,hetio-dag,0,114150
7415,10623,hetio-dag,0,114151
7415,10629,hetio-dag,0,114152
7415,10694,hetio-dag,0,114153
7415,10735,hetio-dag,0,114154
7415,10807,hetio-dag,0,114155
7415,10844,hetio-dag,0,114156
7415,10890,hetio-dag,0,114157
7415,10953,II_literature|Lit-BM-13|hetio-dag,0,114158
7415,10972,hetio-dag,0,114160
7415,10987,hetio-dag,0,114162
7415,11124,II_literature|Lit-BM-13|hetio-dag,0,114163
7415,11135,hetio-dag,0,114164
7415,11140,hetio-dag,0,114165
7415,11198,hetio-dag,0,114166
7415,11200,II_literature|hetio-dag,0,114167
7415,11235,hetio-dag,0,114168
7415,11316,hetio-dag,0,114169
7415,22858,hetio-dag,0,114170
7415,22888,HI-II-14|II_binary|II_literature,1,114171
